cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;n_studenti;trial_error;rank_trial_error
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A082;POLITICA ECONOMICA;E1401A082 - POLITICA ECONOMICA;10;0.7;3
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A078;ISTITUZIONI DI DIRITTO PRIVATO;E1401A078 - ISTITUZIONI DI DIRITTO PRIVATO;195;0.69;4
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A085;ELEMENTI DI PROCEDURA PENALE;E1401A085 - ELEMENTI DI PROCEDURA PENALE;81;0.642;5
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A081;DIRITTO SINDACALE;E1401A081 - DIRITTO SINDACALE;5;0.6;6
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A005;DIRITTO COSTITUZIONALE;E1401A005 - DIRITTO COSTITUZIONALE;177;0.582;7
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A040;CRIMINOLOGIA;E1401A040 - CRIMINOLOGIA;23;0.5;8
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A035;DIRITTO AMBIENTALE;E1401A035 - DIRITTO AMBIENTALE;6;0.5;8
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A014;STATISTICA ECONOMICA;E1401A014 - STATISTICA ECONOMICA;92;0.462;9
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A077;SCIENZA DELLE FINANZE;E1401A077 - SCIENZA DELLE FINANZE;197;0.442;10
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A080;DIRITTO DELL'UNIONE EUROPEA;E1401A080 - DIRITTO DELL'UNIONE EUROPEA;70;0.429;11
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A028;DIRITTO FALLIMENTARE;E1401A028 - DIRITTO FALLIMENTARE;15;0.367;12
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A008;DIRITTO PENALE;E1401A008 - DIRITTO PENALE;88;0.352;13
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A074;ELEMENTI DI DIRITTO ROMANO PUBBLICO E PRIVATO;E1401A074 - ELEMENTI DI DIRITTO ROMANO PUBBLICO E PRIVATO;237;0.34;14
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A087;DIRITTO PENITENZIARIO;E1401A087 - DIRITTO PENITENZIARIO;61;0.336;15
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A020;DIRITTO TRIBUTARIO;E1401A020 - DIRITTO TRIBUTARIO;12;0.333;16
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A007;DIRITTO COMMERCIALE;E1401A007 - DIRITTO COMMERCIALE;83;0.331;17
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A019;DIRITTO DELLA SICUREZZA SOCIALE: PREVIDENZA E ASSISTENZA;E1401A019 - DIRITTO DELLA SICUREZZA SOCIALE: PREVIDENZA E ASSISTENZA;20;0.325;18
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A017;DIRITTO INTERNAZIONALE;E1401A017 - DIRITTO INTERNAZIONALE;97;0.309;19
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A076;ELEMENTI DI STORIA DEL DIRITTO MEDIEVALE E MODERNO;E1401A076 - ELEMENTI DI STORIA DEL DIRITTO MEDIEVALE E MODERNO;193;0.272;20
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A011;DIRITTO DEL LAVORO C.P.;E1401A011 - DIRITTO DEL LAVORO C.P.;14;0.25;21
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A084;TEORIA GENERALE E METODI DEL DIRITTO;E1401A084 - TEORIA GENERALE E METODI DEL DIRITTO;135;0.237;22
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A010;DIRITTO AMMINISTRATIVO;E1401A010 - DIRITTO AMMINISTRATIVO;77;0.221;23
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A009;DIRITTO DEL LAVORO;E1401A009 - DIRITTO DEL LAVORO;78;0.212;24
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A025;DIRITTO DEI MERCATI FINANZIARI;E1401A025 - DIRITTO DEI MERCATI FINANZIARI;24;0.208;25
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A026;DIRITTO BANCARIO;E1401A026 - DIRITTO BANCARIO;21;0.19;26
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A086;ELEMENTI DI DIRITTO PROCESSUALE CIVILE;E1401A086 - ELEMENTI DI DIRITTO PROCESSUALE CIVILE;113;0.124;27
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A033;ELEMENTI DI GIUSTIZIA AMMINISTRATIVA;E1401A033 - ELEMENTI DI GIUSTIZIA AMMINISTRATIVA;40;0.1;28
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A024;INFORMATICA PER LE PUBBLICHE AMMINISTRAZIONI;E1401A024 - INFORMATICA PER LE PUBBLICHE AMMINISTRAZIONI;22;0.045;29
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A088;ADR- STRUMENTI DI COMPOSIZIONE DELLE LITI NEL DIRITTO CIVILE;E1401A088 - ADR- STRUMENTI DI COMPOSIZIONE DELLE LITI NEL DIRITTO CIVILE;68;0.044;30
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A083;DIRITTO PUBBLICO DELL'ECONOMIA;E1401A083 - DIRITTO PUBBLICO DELL'ECONOMIA;7;0.0;31
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A032;DIRITTO PENALE COMMERCIALE;E1401A032 - DIRITTO PENALE COMMERCIALE;4;0.0;31
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A027;DIRITTO INDUSTRIALE;E1401A027 - DIRITTO INDUSTRIALE;3;0.0;31
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N054;MUSICA, SPETTACOLO E TERRITORIO;E1501N054 - MUSICA, SPETTACOLO E TERRITORIO;36;0.847;1
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N001;DIRITTO DEL TURISMO;E1501N001 - DIRITTO DEL TURISMO;150;0.533;2
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N065;ECONOMIA CULTURALE E AMBIENTALE;E1501N065 - ECONOMIA CULTURALE E AMBIENTALE;116;0.526;3
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E3301M182;LINGUA-SPAGNOLO;E3301M182 - LINGUA-SPAGNOLO;3;0.5;4
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N014;ECONOMIA DEL TURISMO;E1501N014 - ECONOMIA DEL TURISMO;107;0.491;5
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N071;SOCIOLOGIA DEL TURISMO;E1501N071 - SOCIOLOGIA DEL TURISMO;168;0.446;6
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N007;LINGUA E TRADUZIONE INGLESE;E1501N007 - LINGUA E TRADUZIONE INGLESE;163;0.445;7
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N076;GENERE E TURISMO;E1501N076 - GENERE E TURISMO;104;0.428;8
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N051;GEOGRAFIA DEL TURISMO;E1501N051 - GEOGRAFIA DEL TURISMO;189;0.381;9
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N053;ARTE E ARCHITETTURA;E1501N053 - ARTE E ARCHITETTURA;129;0.349;10
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N005;SOCIOLOGIA GENERALE;E1501N005 - SOCIOLOGIA GENERALE;190;0.345;11
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1801M052;LINGUA - SPAGNOLO;E1801M052 - LINGUA - SPAGNOLO;3;0.333;12
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E3301M181;LINGUA- FRANCESE;E3301M181 - LINGUA- FRANCESE;5;0.3;13
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N079;ELEMENTI DI ECONOMIA;E1501N079 - ELEMENTI DI ECONOMIA;160;0.234;14
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N080;MARKETING;E1501N080 - MARKETING;38;0.211;15
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N011;SOCIOLOGIA DEL TERRITORIO;E1501N011 - SOCIOLOGIA DEL TERRITORIO;98;0.204;16
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N082;ARCHEOLOGIA;E1501N082 - ARCHEOLOGIA;168;0.161;17
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N081;WEB MARKETING;E1501N081 - WEB MARKETING;116;0.134;18
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N077;ORGANIZZAZIONE DELLE STRUTTURE TURISTICHE;E1501N077 - ORGANIZZAZIONE DELLE STRUTTURE TURISTICHE;142;0.099;19
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N083;TURISMO URBANO;E1501N083 - TURISMO URBANO;164;0.079;20
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N072;TURISMO E COMUNITA' LOCALE;E1501N072 - TURISMO E COMUNITA' LOCALE;182;0.049;21
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N002;ECONOMIA AZIENDALE;E1501N002 - ECONOMIA AZIENDALE;113;0.004;22
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E4001N053;ORGANIZZAZIONE E LAVORO;E4001N053 - ORGANIZZAZIONE E LAVORO;3;0.0;23
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N078;SOCIOLOGIA DEL LAVORO;E1501N078 - SOCIOLOGIA DEL LAVORO;149;0.0;23
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N009;SOCIOLOGIA DELLA CULTURA E DEL TEMPO LIBERO;E1501N009 - SOCIOLOGIA DELLA CULTURA E DEL TEMPO LIBERO;131;0.0;23
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1801M050;LINGUA - FRANCESE;E1801M050 - LINGUA - FRANCESE;3;3.0;1
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N020;MATEMATICA;E1601N020 - MATEMATICA;215;1.367;2
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N009;SOCIOLOGIA ECONOMICA E DEL LAVORO;E1601N009 - SOCIOLOGIA ECONOMICA E DEL LAVORO;128;0.711;3
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N006;INGLESE;E1601N006 - INGLESE;273;0.524;4
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1801M052;LINGUA - SPAGNOLO;E1801M052 - LINGUA - SPAGNOLO;8;0.5;5
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1501N080;MARKETING;E1501N080 - MARKETING;5;0.5;5
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N049;ORDINAMENTO E DIRITTO REGIONALE;E1601N049 - ORDINAMENTO E DIRITTO REGIONALE;115;0.491;6
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N043;RETI DI IMPRESE E TERRITORIO;E1601N043 - RETI DI IMPRESE E TERRITORIO;86;0.43;7
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N002;ISTITUZIONI DI DIRITTO PUBBLICO;E1601N002 - ISTITUZIONI DI DIRITTO PUBBLICO;203;0.429;8
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N008;FONDAMENTI DI ORGANIZZAZIONE;E1601N008 - FONDAMENTI DI ORGANIZZAZIONE;252;0.375;9
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N003;DIRITTO PRIVATO;E1601N003 - DIRITTO PRIVATO;207;0.348;10
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N056;SVILUPPO E ORGANIZZAZIONI;E1601N056 - SVILUPPO E ORGANIZZAZIONI;57;0.307;11
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N010;INNOVAZIONE ORGANIZZATIVA;E1601N010 - INNOVAZIONE ORGANIZZATIVA;108;0.204;12
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E4001N053;ORGANIZZAZIONE E LAVORO;E4001N053 - ORGANIZZAZIONE E LAVORO;3;0.167;13
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N050;LE ORGANIZZAZIONI COMPLESSE;E1601N050 - LE ORGANIZZAZIONI COMPLESSE;109;0.138;14
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N021;ANTROPOLOGIA ECONOMICA;E1601N021 - ANTROPOLOGIA ECONOMICA;99;0.136;15
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N004;STATISTICA;E1601N004 - STATISTICA;166;0.09;16
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N017;DIRITTO DEL LAVORO;E1601N017 - DIRITTO DEL LAVORO;128;0.063;17
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N044;ECONOMIA AZIENDALE 2;E1601N044 - ECONOMIA AZIENDALE 2;109;0.005;18
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E4001N067;CULTURE, DIFFERENZE, CONFLITTI;E4001N067 - CULTURE, DIFFERENZE, CONFLITTI;10;0.0;19
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E3901N005;ECONOMIA POLITICA;E3901N005 - ECONOMIA POLITICA;3;0.0;19
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N055;SCIENZA DELLA POLITICA;E1601N055 - SCIENZA DELLA POLITICA;78;0.0;19
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N054;PRINCIPI DI ECONOMIA;E1601N054 - PRINCIPI DI ECONOMIA;62;0.0;19
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N040;ECONOMIA AZIENDALE 1;E1601N040 - ECONOMIA AZIENDALE 1;184;0.0;19
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N034;MANAGEMENT DEI SERVIZI PUBBLICI E DELLE ORGANIZZAZIONI NO PROFIT;E1601N034 - MANAGEMENT DEI SERVIZI PUBBLICI E DELLE ORGANIZZAZIONI NO PROFIT;76;0.0;19
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N033;ECONOMIA E MANAGEMENT DELLE RETI E DELLE PICCOLE IMPRESE;E1601N033 - ECONOMIA E MANAGEMENT DELLE RETI E DELLE PICCOLE IMPRESE;103;0.0;19
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N001;SOCIOLOGIA E RICERCA SOCIALE;E1601N001 - SOCIOLOGIA E RICERCA SOCIALE;166;0.0;19
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M032;INFORMATICA GENERALE;E1801M032 - INFORMATICA GENERALE;186;1.556;1
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E3301M155;CONTABILITA' DEGLI ENTI PUBBLICI;E3301M155 - CONTABILITA' DEGLI ENTI PUBBLICI;5;0.8;2
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M048;MATEMATICA PER IL MARKETING;E1801M048 - MATEMATICA PER IL MARKETING;206;0.675;3
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M039;STATISTICA I;E1801M039 - STATISTICA I;231;0.647;4
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M052;LINGUA - SPAGNOLO;E1801M052 - LINGUA - SPAGNOLO;167;0.626;5
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E3301M190;ECONOMIA DEL MERCATO MOBILIARE;E3301M190 - ECONOMIA DEL MERCATO MOBILIARE;4;0.5;6
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E3301M145;BILANCIO;E3301M145 - BILANCIO;3;0.5;6
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2401P120;TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE;E2401P120 - TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE;7;0.429;7
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M028;ELEMENTI DI CONTABILITÀ E BILANCIO;E1801M028 - ELEMENTI DI CONTABILITÀ E BILANCIO;275;0.402;8
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M050;LINGUA - FRANCESE;E1801M050 - LINGUA - FRANCESE;81;0.401;9
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M053;LINGUA - TEDESCO;E1801M053 - LINGUA - TEDESCO;20;0.4;10
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2004P038;WEB MARKETING;E2004P038 - WEB MARKETING;28;0.393;11
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M033;ISTITUZIONI DI DIRITTO PRIVATO;E1801M033 - ISTITUZIONI DI DIRITTO PRIVATO;238;0.334;12
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M051;LINGUA - INGLESE;E1801M051 - LINGUA - INGLESE;215;0.328;13
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M005;ECONOMIA POLITICA;E1801M005 - ECONOMIA POLITICA;249;0.325;14
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1501N065;ECONOMIA CULTURALE E AMBIENTALE;E1501N065 - ECONOMIA CULTURALE E AMBIENTALE;20;0.325;14
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M030;DIRITTO COMMERCIALE;E1801M030 - DIRITTO COMMERCIALE;188;0.322;15
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2004P029;PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI;E2004P029 - PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI;29;0.293;16
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M004;ISTITUZIONI DI DIRITTO PUBBLICO;E1801M004 - ISTITUZIONI DI DIRITTO PUBBLICO;304;0.255;17
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M047;MATEMATICA GENERALE;E1801M047 - MATEMATICA GENERALE;316;0.234;18
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M046;STATISTICA PER IL MARKETING;E1801M046 - STATISTICA PER IL MARKETING;159;0.192;19
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2001R024;TEORIA E TECNICA DEI NUOVI MEDIA;E2001R024 - TEORIA E TECNICA DEI NUOVI MEDIA;19;0.184;20
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2001R005;SOCIOLOGIA DELLA COMUNICAZIONE;E2001R005 - SOCIOLOGIA DELLA COMUNICAZIONE;55;0.173;21
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M031;ECONOMIA AZIENDALE;E1801M031 - ECONOMIA AZIENDALE;316;0.171;22
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E4001N053;ORGANIZZAZIONE E LAVORO;E4001N053 - ORGANIZZAZIONE E LAVORO;9;0.167;23
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E3301M152;DIRITTO DEL LAVORO;E3301M152 - DIRITTO DEL LAVORO;6;0.167;23
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M041;ISTITUZIONI E STORIA DELL'ECONOMIA;E1801M041 - ISTITUZIONI E STORIA DELL'ECONOMIA;225;0.156;24
