cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;voto_medio_norm;ratio_promossi_iscritti;rating;rank_best;rank_worst
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A086;ELEMENTI DI DIRITTO PROCESSUALE CIVILE;E1401A086 - ELEMENTI DI DIRITTO PROCESSUALE CIVILE;0.752;0.839;0.7781;3;26
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A087;DIRITTO PENITENZIARIO;E1401A087 - DIRITTO PENITENZIARIO;0.838;0.62;0.7726;4;25
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A025;DIRITTO DEI MERCATI FINANZIARI;E1401A025 - DIRITTO DEI MERCATI FINANZIARI;0.736;0.774;0.7474;5;24
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A020;DIRITTO TRIBUTARIO;E1401A020 - DIRITTO TRIBUTARIO;0.787;0.6;0.7309;6;23
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A084;TEORIA GENERALE E METODI DEL DIRITTO;E1401A084 - TEORIA GENERALE E METODI DEL DIRITTO;0.761;0.655;0.7292;7;22
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A033;ELEMENTI DI GIUSTIZIA AMMINISTRATIVA;E1401A033 - ELEMENTI DI GIUSTIZIA AMMINISTRATIVA;0.652;0.886;0.7222;8;21
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A026;DIRITTO BANCARIO;E1401A026 - DIRITTO BANCARIO;0.687;0.75;0.7059;9;20
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A074;ELEMENTI DI DIRITTO ROMANO PUBBLICO E PRIVATO;E1401A074 - ELEMENTI DI DIRITTO ROMANO PUBBLICO E PRIVATO;0.732;0.609;0.6951;10;19
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A011;DIRITTO DEL LAVORO C.P.;E1401A011 - DIRITTO DEL LAVORO C.P.;0.641;0.684;0.6539;11;18
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A010;DIRITTO AMMINISTRATIVO;E1401A010 - DIRITTO AMMINISTRATIVO;0.592;0.745;0.6379;12;17
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A008;DIRITTO PENALE;E1401A008 - DIRITTO PENALE;0.635;0.643;0.6374;13;16
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A014;STATISTICA ECONOMICA;E1401A014 - STATISTICA ECONOMICA;0.597;0.669;0.6186;14;15
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A019;DIRITTO DELLA SICUREZZA SOCIALE: PREVIDENZA E ASSISTENZA;E1401A019 - DIRITTO DELLA SICUREZZA SOCIALE: PREVIDENZA E ASSISTENZA;0.623;0.594;0.6143;15;14
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A017;DIRITTO INTERNAZIONALE;E1401A017 - DIRITTO INTERNAZIONALE;0.576;0.669;0.6039;16;13
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A076;ELEMENTI DI STORIA DEL DIRITTO MEDIEVALE E MODERNO;E1401A076 - ELEMENTI DI STORIA DEL DIRITTO MEDIEVALE E MODERNO;0.576;0.668;0.6036;17;12
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A007;DIRITTO COMMERCIALE;E1401A007 - DIRITTO COMMERCIALE;0.593;0.611;0.5984;18;11
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A028;DIRITTO FALLIMENTARE;E1401A028 - DIRITTO FALLIMENTARE;0.639;0.474;0.5895;19;10
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A009;DIRITTO DEL LAVORO;E1401A009 - DIRITTO DEL LAVORO;0.497;0.736;0.5687;20;9
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A040;CRIMINOLOGIA;E1401A040 - CRIMINOLOGIA;0.571;0.541;0.562;21;8
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A080;DIRITTO DELL'UNIONE EUROPEA;E1401A080 - DIRITTO DELL'UNIONE EUROPEA;0.522;0.634;0.5556;22;7
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A077;SCIENZA DELLE FINANZE;E1401A077 - SCIENZA DELLE FINANZE;0.522;0.606;0.5472;23;6
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A085;ELEMENTI DI PROCEDURA PENALE;E1401A085 - ELEMENTI DI PROCEDURA PENALE;0.573;0.477;0.5442;24;5
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A005;DIRITTO COSTITUZIONALE;E1401A005 - DIRITTO COSTITUZIONALE;0.449;0.465;0.4538;25;4
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A078;ISTITUZIONI DI DIRITTO PRIVATO;E1401A078 - ISTITUZIONI DI DIRITTO PRIVATO;0.444;0.404;0.432;26;3
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A015;ECONOMIA AZIENDALE;E1401A015 - ECONOMIA AZIENDALE;0.382;0.423;0.3943;27;2
E1401A;SCIENZE DEI SERVIZI GIURIDICI;E1401A - SCIENZE DEI SERVIZI GIURIDICI;E1401A082;POLITICA ECONOMICA;E1401A082 - POLITICA ECONOMICA;0.344;0.471;0.3821;28;1
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N011;SOCIOLOGIA DEL TERRITORIO;E1501N011 - SOCIOLOGIA DEL TERRITORIO;0.866;0.855;0.8627;1;20
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N082;ARCHEOLOGIA;E1501N082 - ARCHEOLOGIA;0.805;0.857;0.8206;2;19
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N083;TURISMO URBANO;E1501N083 - TURISMO URBANO;0.716;0.902;0.7718;3;18
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N072;TURISMO E COMUNITA' LOCALE;E1501N072 - TURISMO E COMUNITA' LOCALE;0.677;0.946;0.7577;4;17
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N009;SOCIOLOGIA DELLA CULTURA E DEL TEMPO LIBERO;E1501N009 - SOCIOLOGIA DELLA CULTURA E DEL TEMPO LIBERO;0.571;1.0;0.6997;5;16
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N077;ORGANIZZAZIONE DELLE STRUTTURE TURISTICHE;E1501N077 - ORGANIZZAZIONE DELLE STRUTTURE TURISTICHE;0.627;0.85;0.6939;6;15
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N079;ELEMENTI DI ECONOMIA;E1501N079 - ELEMENTI DI ECONOMIA;0.657;0.759;0.6876;7;14
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N051;GEOGRAFIA DEL TURISMO;E1501N051 - GEOGRAFIA DEL TURISMO;0.65;0.662;0.6536;8;13
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N078;SOCIOLOGIA DEL LAVORO;E1501N078 - SOCIOLOGIA DEL LAVORO;0.502;1.0;0.6514;9;12
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N053;ARTE E ARCHITETTURA;E1501N053 - ARTE E ARCHITETTURA;0.586;0.689;0.6169;10;11
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N002;ECONOMIA AZIENDALE;E1501N002 - ECONOMIA AZIENDALE;0.446;0.991;0.6095;11;10
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N054;MUSICA, SPETTACOLO E TERRITORIO;E1501N054 - MUSICA, SPETTACOLO E TERRITORIO;0.692;0.397;0.6035;12;9
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N005;SOCIOLOGIA GENERALE;E1501N005 - SOCIOLOGIA GENERALE;0.509;0.738;0.5777;13;8
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N007;LINGUA E TRADUZIONE INGLESE;E1501N007 - LINGUA E TRADUZIONE INGLESE;0.525;0.691;0.5748;14;7
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N071;SOCIOLOGIA DEL TURISMO;E1501N071 - SOCIOLOGIA DEL TURISMO;0.495;0.749;0.5712;15;6
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N080;MARKETING;E1501N080 - MARKETING;0.525;0.673;0.5694;16;5
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N065;ECONOMIA CULTURALE E AMBIENTALE;E1501N065 - ECONOMIA CULTURALE E AMBIENTALE;0.568;0.57;0.5686;17;4
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N001;DIRITTO DEL TURISMO;E1501N001 - DIRITTO DEL TURISMO;0.533;0.557;0.5402;18;3
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N014;ECONOMIA DEL TURISMO;E1501N014 - ECONOMIA DEL TURISMO;0.48;0.667;0.5361;19;2
E1501N;SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N - SCIENZE DEL TURISMO E COMUNITÀ LOCALE;E1501N076;GENERE E TURISMO;E1501N076 - GENERE E TURISMO;0.385;0.701;0.4798;20;1
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N033;ECONOMIA E MANAGEMENT DELLE RETI E DELLE PICCOLE IMPRESE;E1601N033 - ECONOMIA E MANAGEMENT DELLE RETI E DELLE PICCOLE IMPRESE;0.772;1.0;0.8404;1;20
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N044;ECONOMIA AZIENDALE 2;E1601N044 - ECONOMIA AZIENDALE 2;0.703;0.991;0.7894;2;19
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N017;DIRITTO DEL LAVORO;E1601N017 - DIRITTO DEL LAVORO;0.73;0.899;0.7807;3;18
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N034;MANAGEMENT DEI SERVIZI PUBBLICI E DELLE ORGANIZZAZIONI NO PROFIT;E1601N034 - MANAGEMENT DEI SERVIZI PUBBLICI E DELLE ORGANIZZAZIONI NO PROFIT;0.645;1.0;0.7515;4;17
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N055;SCIENZA DELLA POLITICA;E1601N055 - SCIENZA DELLA POLITICA;0.601;1.0;0.7207;5;16
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N050;LE ORGANIZZAZIONI COMPLESSE;E1601N050 - LE ORGANIZZAZIONI COMPLESSE;0.642;0.864;0.7086;6;15
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N040;ECONOMIA AZIENDALE 1;E1601N040 - ECONOMIA AZIENDALE 1;0.57;1.0;0.699;7;14
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N006;INGLESE;E1601N006 - INGLESE;0.577;0.646;0.5977;8;13
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N008;FONDAMENTI DI ORGANIZZAZIONE;E1601N008 - FONDAMENTI DI ORGANIZZAZIONE;0.58;0.615;0.5905;9;12
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N010;INNOVAZIONE ORGANIZZATIVA;E1601N010 - INNOVAZIONE ORGANIZZATIVA;0.484;0.777;0.5719;10;11
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N009;SOCIOLOGIA ECONOMICA E DEL LAVORO;E1601N009 - SOCIOLOGIA ECONOMICA E DEL LAVORO;0.564;0.531;0.5541;11;10
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N043;RETI DI IMPRESE E TERRITORIO;E1601N043 - RETI DI IMPRESE E TERRITORIO;0.469;0.681;0.5326;12;9
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N003;DIRITTO PRIVATO;E1601N003 - DIRITTO PRIVATO;0.508;0.555;0.5221;13;8
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N056;SVILUPPO E ORGANIZZAZIONI;E1601N056 - SVILUPPO E ORGANIZZAZIONI;0.422;0.731;0.5147;14;7
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N021;ANTROPOLOGIA ECONOMICA;E1601N021 - ANTROPOLOGIA ECONOMICA;0.336;0.909;0.5079;15;6
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N002;ISTITUZIONI DI DIRITTO PUBBLICO;E1601N002 - ISTITUZIONI DI DIRITTO PUBBLICO;0.504;0.514;0.507;16;5
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N004;STATISTICA;E1601N004 - STATISTICA;0.362;0.819;0.4991;17;4
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N049;ORDINAMENTO E DIRITTO REGIONALE;E1601N049 - ORDINAMENTO E DIRITTO REGIONALE;0.493;0.5;0.4951;18;3
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1501N080;MARKETING;E1501N080 - MARKETING;0.458;0.444;0.4538;19;2
E1601N;SCIENZE DELL'ORGANIZZAZIONE;E1601N - SCIENZE DELL'ORGANIZZAZIONE;E1601N020;MATEMATICA;E1601N020 - MATEMATICA;0.248;0.253;0.2495;20;1
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2001R024;TEORIA E TECNICA DEI NUOVI MEDIA;E2001R024 - TEORIA E TECNICA DEI NUOVI MEDIA;0.898;0.783;0.8635;1;36
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E3301M146;ECONOMIA DELLE AZIENDE PUBBLICHE;E3301M146 - ECONOMIA DELLE AZIENDE PUBBLICHE;0.868;0.8;0.8476;2;35
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1601N033;ECONOMIA E MANAGEMENT DELLE RETI E DELLE PICCOLE IMPRESE;E1601N033 - ECONOMIA E MANAGEMENT DELLE RETI E DELLE PICCOLE IMPRESE;0.738;1.0;0.8166;3;34
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M042;CORPORATE GLOBAL COMMUNICATIONS;E1801M042 - CORPORATE GLOBAL COMMUNICATIONS;0.745;0.908;0.7939;4;33
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2001R005;SOCIOLOGIA DELLA COMUNICAZIONE;E2001R005 - SOCIOLOGIA DELLA COMUNICAZIONE;0.798;0.781;0.7929;5;32
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M035;MARKET-DRIVEN MANAGEMENT;E1801M035 - MARKET-DRIVEN MANAGEMENT;0.758;0.87;0.7916;6;31
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1802M126;DIRITTO DEL LAVORO;E1802M126 - DIRITTO DEL LAVORO;0.769;0.818;0.7837;7;30
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E3301M140;DIRITTO DEI TRASPORTI;E3301M140 - DIRITTO DEI TRASPORTI;0.743;0.875;0.7826;8;29
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M047;MATEMATICA GENERALE;E1801M047 - MATEMATICA GENERALE;0.747;0.81;0.7659;9;28
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1901R101;GESTIONE DELLE RISORSE UMANE;E1901R101 - GESTIONE DELLE RISORSE UMANE;0.728;0.831;0.7589;10;27
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M044;DIRITTO PUBBLICO COMUNITARIO;E1801M044 - DIRITTO PUBBLICO COMUNITARIO;0.692;0.903;0.7553;11;26
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M045;ECONOMIA E DIRITTO DEGLI SCAMBI E DEI MERCATI GLOBALI;E1801M045 - ECONOMIA E DIRITTO DEGLI SCAMBI E DEI MERCATI GLOBALI;0.681;0.879;0.7404;12;25
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M043;MARKETING;E1801M043 - MARKETING;0.657;0.911;0.7332;13;24
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1501N065;ECONOMIA CULTURALE E AMBIENTALE;E1501N065 - ECONOMIA CULTURALE E AMBIENTALE;0.708;0.72;0.7116;14;23
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M005;ECONOMIA POLITICA;E1801M005 - ECONOMIA POLITICA;0.692;0.748;0.7088;15;22
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M031;ECONOMIA AZIENDALE;E1801M031 - ECONOMIA AZIENDALE;0.673;0.761;0.6994;16;21
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E4001N053;ORGANIZZAZIONE E LAVORO;E4001N053 - ORGANIZZAZIONE E LAVORO;0.639;0.818;0.6927;17;20
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2001R010;ORGANIZZAZIONE AZIENDALE;E2001R010 - ORGANIZZAZIONE AZIENDALE;0.556;1.0;0.6892;18;19
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M053;LINGUA - TEDESCO;E1801M053 - LINGUA - TEDESCO;0.662;0.667;0.6635;19;18
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E3301M141;ECONOMIA, ETICA ED EVOLUZIONE DELLE IDEE;E3301M141 - ECONOMIA, ETICA ED EVOLUZIONE DELLE IDEE;0.539;0.826;0.6251;20;17
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M052;LINGUA - SPAGNOLO;E1801M052 - LINGUA - SPAGNOLO;0.627;0.569;0.6096;21;15
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M046;STATISTICA PER IL MARKETING;E1801M046 - STATISTICA PER IL MARKETING;0.57;0.702;0.6096;22;16
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2004P029;PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI;E2004P029 - PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI;0.599;0.634;0.6095;23;14
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M004;ISTITUZIONI DI DIRITTO PUBBLICO;E1801M004 - ISTITUZIONI DI DIRITTO PUBBLICO;0.561;0.688;0.5991;24;13
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M030;DIRITTO COMMERCIALE;E1801M030 - DIRITTO COMMERCIALE;0.597;0.583;0.5928;25;12
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M041;ISTITUZIONI E STORIA DELL'ECONOMIA;E1801M041 - ISTITUZIONI E STORIA DELL'ECONOMIA;0.508;0.771;0.5869;26;11
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M051;LINGUA - INGLESE;E1801M051 - LINGUA - INGLESE;0.534;0.688;0.5802;27;10
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M050;LINGUA - FRANCESE;E1801M050 - LINGUA - FRANCESE;0.537;0.673;0.5778;28;9
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M033;ISTITUZIONI DI DIRITTO PRIVATO;E1801M033 - ISTITUZIONI DI DIRITTO PRIVATO;0.547;0.569;0.5536;29;8
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M028;ELEMENTI DI CONTABILITÀ E BILANCIO;E1801M028 - ELEMENTI DI CONTABILITÀ E BILANCIO;0.541;0.578;0.5521;30;7
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2004P038;WEB MARKETING;E2004P038 - WEB MARKETING;0.49;0.658;0.5404;31;6
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M048;MATEMATICA PER IL MARKETING;E1801M048 - MATEMATICA PER IL MARKETING;0.484;0.556;0.5056;32;5
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E2401P120;TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE;E2401P120 - TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE;0.467;0.5;0.4769;33;4
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1803M081;FINANZA AZIENDALE;E1803M081 - FINANZA AZIENDALE;0.268;0.9;0.4576;34;3
E1801M;MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M - MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E1801M039;STATISTICA I;E1801M039 - STATISTICA I;0.449;0.355;0.4208;35;2
